sitemap_url	stage_path	status	size_bytes	ttfb_ms	total_ms	result
https://xn--80aehcht5ci1b.xn--p1ai/pryatki_kids/	/pryatki_kids/	200	1125309	23.253	302.268	PASS
https://xn--80aehcht5ci1b.xn--p1ai/pryatki_portal/	/pryatki_portal/	200	1126892	25.332	354.599	PASS
https://xn--80aehcht5ci1b.xn--p1ai/pryatki_v_temnote/	/pryatki_v_temnote/	200	1118812	29.33	467.803	PASS
https://xn--80aehcht5ci1b.xn--p1ai/puteshestvie/	/puteshestvie/	200	989965	23.547	253.489	PASS
https://xn--80aehcht5ci1b.xn--p1ai/roblox/	/roblox/	200	1130612	20.37	219.293	PASS
https://xn--80aehcht5ci1b.xn--p1ai/roblox-dors/	/roblox-dors/	200	1128903	25.651	329.791	PASS
https://xn--80aehcht5ci1b.xn--p1ai/roblox-land/	/roblox-land/	200	1676452	23.39	393.037	PASS
https://xn--80aehcht5ci1b.xn--p1ai/shizofreniya/	/shizofreniya/	200	920207	29.64	352.695	PASS
https://xn--80aehcht5ci1b.xn--p1ai/socialicheskaya186/	/socialicheskaya186/	200	992078	20.293	180.072	PASS
https://xn--80aehcht5ci1b.xn--p1ai/sokolova23/	/sokolova23/	200	1024691	27.777	283.128	PASS
https://xn--80aehcht5ci1b.xn--p1ai/strashnye-kvesty/	/strashnye-kvesty/	200	1191935	20.083	201.237	PASS
https://xn--80aehcht5ci1b.xn--p1ai/tekhasskaya-reznya-benzopiloj/	/tekhasskaya-reznya-benzopiloj/	200	1109161	23.59	232.78	PASS
https://xn--80aehcht5ci1b.xn--p1ai/ugon/	/ugon/	200	1009277	30.057	355.058	PASS
https://xn--80aehcht5ci1b.xn--p1ai/vypusknoj-kalmar/	/vypusknoj-kalmar/	200	1432799	20.564	238.843	PASS
https://xn--80aehcht5ci1b.xn--p1ai/wednesday-poteryannaya-dusha/	/wednesday-poteryannaya-dusha/	200	1129984	27.56	283.207	PASS
https://xn--80aehcht5ci1b.xn--p1ai/zvonok/	/zvonok/	200	1107762	23.167	230.316	PASS
